latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,RED,NIR,SWIR,NDVI,NBR,Thermal_norm,label
1.4905,127.6398,310.8,1.1,1.0,2024-08-15,119,Terra,MODIS,62,61.03,294.5,7.4,D,1,310.8,74.0,16.30000000000001,-0.6153846153846154,0.6389811738648946,0.4843462246777165,1
0.7899,127.3815,316.8,1.0,1.0,2024-08-15,119,Terra,MODIS,0,61.03,299.9,8.8,D,2,316.8,88.0,16.900000000000034,-0.5652173913043479,0.6777883698760719,0.5837937384898707,1
1.4919,127.6305,317.3,1.1,1.0,2024-08-15,119,Terra,MODIS,73,61.03,295.8,13.2,D,1,317.3,132.0,21.5,-0.41241931894057426,0.7198697068403909,0.5082872928176799,1
-2.5766,121.384,354.2,1.5,1.2,2024-08-15,120,Terra,MODIS,97,61.03,297.1,117.4,D,2,354.2,1174.0,57.099999999999966,0.5364481088862714,0.9072374299407036,0.5322283609576433,0
-2.5812,121.3767,329.7,1.5,1.2,2024-08-15,120,Terra,MODIS,84,61.03,295.7,41.8,D,2,329.7,418.0,34.0,0.11809549284472383,0.8495575221238938,0.5064456721915285,1
-2.5831,121.3892,323.6,1.5,1.2,2024-08-15,120,Terra,MODIS,79,61.03,294.1,29.1,D,2,323.6,291.0,29.5,-0.053042629352424375,0.8159126365054602,0.47697974217311284,1
-3.116,130.0602,309.6,1.7,1.3,2024-08-15,120,Terra,MODIS,66,61.03,292.4,11.0,D,0,309.6,110.0,17.200000000000045,-0.4756911344137274,0.7295597484276723,0.4456721915285448,1
-2.0097,121.4329,314.5,1.5,1.2,2024-08-15,120,Terra,MODIS,69,61.03,294.1,13.5,D,2,314.5,135.0,20.399999999999977,-0.39933259176863184,0.7374517374517378,0.47697974217311284,1
-8.187,127.9284,320.4,1.4,1.2,2024-08-15,121,Terra,MODIS,73,61.03,301.4,15.9,D,0,320.4,159.0,19.0,-0.3366708385481852,0.7865168539325843,0.6114180478821359,1
-9.3941,119.3787,330.5,1.6,1.2,2024-08-15,122,Terra,MODIS,83,61.03,303.4,43.2,D,0,330.5,432.0,27.100000000000023,0.13311475409836065,0.8819429318231321,0.6482504604051562,1
-9.4023,119.8743,314.6,1.5,1.2,2024-08-15,122,Terra,MODIS,61,61.03,300.9,8.3,D,0,314.6,83.0,13.700000000000045,-0.5824949698189135,0.7166494312306093,0.6022099447513809,1
-10.0766,120.7146,312.3,1.3,1.1,2024-08-15,122,Terra,MODIS,35,61.03,298.0,6.9,D,0,312.3,69.0,14.300000000000011,-0.6380802517702596,0.6566626650660262,0.5488029465930019,1
-0.5752,103.0831,312.4,1.1,1.1,2024-08-15,258,Terra,MODIS,62,61.03,294.8,6.4,D,0,312.4,64.0,17.599999999999966,-0.6599362380446333,0.5686274509803928,0.48987108655616973,1
0.9294,101.4866,316.7,1.0,1.0,2024-08-15,258,Terra,MODIS,31,61.03,299.3,7.7,D,0,316.7,77.0,17.399999999999977,-0.6088392176784353,0.6313559322033903,0.5727440147329653,1
0.1081,102.7032,314.1,1.1,1.0,2024-08-15,258,Terra,MODIS,55,61.03,296.5,7.8,D,0,314.1,78.0,17.600000000000023,-0.6021423106350421,0.6317991631799159,0.5211786372007368,1
-0.332,102.6204,322.0,1.1,1.0,2024-08-15,258,Terra,MODIS,34,61.03,287.0,14.7,D,0,322.0,147.0,35.0,-0.373134328358209,0.6153846153846154,0.34622467771639054,1
-0.3333,102.6297,324.8,1.1,1.0,2024-08-15,258,Terra,MODIS,58,61.03,287.8,17.4,D,0,324.8,174.0,37.0,-0.3023255813953489,0.6492890995260664,0.3609576427255989,1
-0.3424,102.6284,322.4,1.1,1.0,2024-08-15,258,Terra,MODIS,39,61.03,288.2,14.7,D,0,322.4,147.0,34.19999999999999,-0.3736685129953131,0.6225165562913908,0.3683241252302025,1
-1.3485,100.5857,312.2,1.0,1.0,2024-08-15,258,Terra,MODIS,45,61.03,295.8,6.0,D,2,312.2,60.0,16.399999999999977,-0.6775926921010209,0.5706806282722517,0.5082872928176799,1
-4.5523,103.1486,311.6,1.2,1.1,2024-08-15,259,Terra,MODIS,49,61.03,296.3,6.4,D,0,311.6,64.0,15.300000000000011,-0.6592119275825347,0.6141235813366959,0.517495395948435,1
-4.5621,103.1473,312.2,1.2,1.1,2024-08-15,259,Terra,MODIS,59,61.03,296.9,7.0,D,0,312.2,70.0,15.300000000000011,-0.6336996336996337,0.6412661195779599,0.5285451197053403,1
-9.8698,123.8316,330.8,1.0,1.0,2024-08-15,601,Aqua,MODIS,82,61.03,307.2,20.0,D,0,330.8,200.0,23.600000000000023,-0.2464204973624718,0.7889087656529515,0.7182320441988949,1
-9.7026,119.7879,316.4,1.7,1.3,2024-08-15,601,Aqua,MODIS,66,61.03,298.1,19.4,D,0,316.4,194.0,18.299999999999955,-0.2398119122257053,0.8276024493641078,0.5506445672191533,1
-9.7731,120.0348,315.2,1.7,1.3,2024-08-15,601,Aqua,MODIS,63,61.03,300.5,11.4,D,0,315.2,114.0,14.699999999999989,-0.46877912395153776,0.7715617715617717,0.5948434622467772,1
-9.1155,124.9139,319.7,1.0,1.0,2024-08-15,601,Aqua,MODIS,70,61.03,304.7,5.7,D,0,319.7,57.0,15.0,-0.6973719139899124,0.5833333333333334,0.6721915285451195,1
-9.1536,124.9014,327.8,1.0,1.0,2024-08-15,601,Aqua,MODIS,80,61.03,304.8,14.1,D,0,327.8,141.0,23.0,-0.3984641638225256,0.7195121951219512,0.674033149171271,1
-9.9161,120.3329,312.9,1.6,1.2,2024-08-15,601,Aqua,MODIS,56,61.03,299.8,9.7,D,0,312.9,97.0,13.099999999999966,-0.5267138326421078,0.7620345140781114,0.5819521178637204,1
-10.0854,120.7076,344.4,1.5,1.2,2024-08-15,601,Aqua,MODIS,92,61.03,305.8,75.0,D,0,344.4,750.0,38.599999999999966,0.3706140350877193,0.9021049961957902,0.6924493554327811,0
-10.0837,120.721,323.9,1.5,1.2,2024-08-15,601,Aqua,MODIS,59,61.03,305.2,21.0,D,0,323.9,210.0,18.69999999999999,-0.21333583067990258,0.8364669873196328,0.6813996316758746,1
-9.8379,123.7983,321.2,1.0,1.0,2024-08-15,601,Aqua,MODIS,71,61.03,305.2,8.2,D,0,321.2,82.0,16.0,-0.5932539682539683,0.673469387755102,0.6813996316758746,1
-9.9239,123.7802,325.6,1.0,1.0,2024-08-15,601,Aqua,MODIS,76,61.03,304.6,15.6,D,0,325.6,156.0,21.0,-0.35215946843853824,0.7627118644067796,0.6703499079189692,1
-9.9612,123.7763,326.5,1.0,1.0,2024-08-15,601,Aqua,MODIS,78,61.03,303.5,16.0,D,0,326.5,160.0,23.0,-0.34224049331963,0.7486338797814208,0.6500920810313077,1
-9.9599,123.7856,342.6,1.0,1.0,2024-08-15,601,Aqua,MODIS,91,61.03,305.4,41.6,D,0,342.6,416.0,37.200000000000045,0.09675718428684416,0.8358340688437774,0.6850828729281765,1
-10.236,123.5869,322.1,1.1,1.0,2024-08-15,601,Aqua,MODIS,58,61.03,311.1,8.4,D,0,322.1,84.0,11.0,-0.5863087909381925,0.7684210526315789,0.790055248618785,1
-10.1203,124.4035,317.6,1.0,1.0,2024-08-15,601,Aqua,MODIS,62,61.03,304.8,7.7,D,0,317.6,77.0,12.800000000000011,-0.6097313735428282,0.7149220489977726,0.674033149171271,1
-10.119,124.4125,314.9,1.0,1.0,2024-08-15,601,Aqua,MODIS,49,61.03,304.3,5.9,D,0,314.9,59.0,10.599999999999966,-0.6844075956138005,0.6954022988505756,0.664825046040516,1
-8.3749,123.2063,313.3,1.0,1.0,2024-08-15,601,Aqua,MODIS,0,61.03,301.6,7.1,D,0,313.3,71.0,11.699999999999989,-0.6304970075461879,0.7170495767835553,0.6151012891344388,1
-8.3068,123.6849,321.3,1.0,1.0,2024-08-15,601,Aqua,MODIS,74,61.03,301.9,13.0,D,0,321.3,130.0,19.400000000000034,-0.4238865499667627,0.7402945113788484,0.620626151012891,1
-8.7729,120.8383,314.6,1.4,1.2,2024-08-15,601,Aqua,MODIS,65,61.03,296.3,11.9,D,0,314.6,119.0,18.30000000000001,-0.45110701107011075,0.7334304442825927,0.517495395948435,1
-8.8024,120.8553,313.0,1.4,1.2,2024-08-15,601,Aqua,MODIS,25,61.03,296.7,10.0,D,0,313.0,100.0,16.30000000000001,-0.5157384987893463,0.7196904557179706,0.5248618784530386,1
-3.9082,122.4125,317.8,1.0,1.0,2024-08-15,602,Aqua,MODIS,57,61.03,301.7,8.6,D,2,317.8,86.0,16.100000000000023,-0.5740465577018325,0.6846229187071495,0.6169429097605892,1
-3.9068,122.4216,318.0,1.0,1.0,2024-08-15,602,Aqua,MODIS,60,61.03,300.3,8.4,D,2,318.0,84.0,17.69999999999999,-0.582089552238806,0.6519174041297937,0.5911602209944754,1
-3.8721,122.4073,319.7,1.0,1.0,2024-08-15,602,Aqua,MODIS,51,61.03,302.0,9.4,D,2,319.7,94.0,17.69999999999999,-0.5455644186608654,0.683079677708147,0.6224677716390424,1
-3.54,126.4811,314.8,1.3,1.1,2024-08-15,602,Aqua,MODIS,51,61.03,293.4,8.8,D,0,314.8,88.0,21.400000000000034,-0.5630585898709037,0.6087751371115169,0.46408839779005495,1
-4.1729,119.8514,319.5,1.4,1.2,2024-08-15,602,Aqua,MODIS,61,61.03,300.7,13.9,D,0,319.5,139.0,18.80000000000001,-0.3936750272628135,0.7617237008871989,0.5985267034990791,1
-3.8735,122.3981,322.1,1.0,1.0,2024-08-15,602,Aqua,MODIS,71,61.03,301.9,12.8,D,2,322.1,128.0,20.200000000000045,-0.43123750277716066,0.7273954116059373,0.620626151012891,1
-2.1616,120.3297,308.4,1.2,1.1,2024-08-15,603,Aqua,MODIS,48,61.03,294.4,6.3,D,0,308.4,63.0,14.0,-0.6607431340872375,0.6363636363636364,0.4825046040515651,1
-2.0122,121.4319,319.7,1.1,1.0,2024-08-15,603,Aqua,MODIS,73,61.03,300.3,12.7,D,2,319.7,127.0,19.399999999999977,-0.43138571748376986,0.7349726775956287,0.5911602209944754,1
-2.481,121.0406,314.1,1.1,1.1,2024-08-15,603,Aqua,MODIS,45,61.03,297.0,7.3,D,0,314.1,73.0,17.100000000000023,-0.622836476362697,0.6204217536071028,0.5303867403314918,1
-2.489,121.0522,316.9,1.1,1.1,2024-08-15,603,Aqua,MODIS,62,61.03,297.5,10.4,D,0,316.9,104.0,19.399999999999977,-0.5058208600617724,0.6855753646677475,0.5395948434622468,1
-2.5829,121.3759,341.7,1.1,1.0,2024-08-15,603,Aqua,MODIS,91,61.03,296.6,45.2,D,2,341.7,452.0,45.099999999999966,0.13896938389819832,0.8185475759404548,0.5230202578268882,1
-2.003,121.4306,325.3,1.1,1.0,2024-08-15,603,Aqua,MODIS,73,61.03,298.8,18.1,D,2,325.3,181.0,26.5,-0.28500888801106067,0.744578313253012,0.5635359116022103,1
-1.0298,121.9112,311.1,1.0,1.0,2024-08-15,603,Aqua,MODIS,43,61.03,295.4,5.2,D,0,311.1,52.0,15.700000000000045,-0.7135775268521068,0.5361890694239281,0.5009208103130752,1
-1.2128,121.6034,313.1,1.1,1.0,2024-08-15,603,Aqua,MODIS,67,61.03,298.8,6.0,D,0,313.1,60.0,14.300000000000011,-0.6783704100777271,0.6150740242261101,0.5635359116022103,1
-1.877,121.5317,315.6,1.1,1.0,2024-08-15,603,Aqua,MODIS,71,61.03,297.0,9.0,D,0,315.6,90.0,18.600000000000023,-0.5562130177514794,0.6574585635359113,0.5303867403314918,1
-2.0191,120.8767,316.1,1.1,1.1,2024-08-15,603,Aqua,MODIS,72,61.03,296.4,9.5,D,0,316.1,95.0,19.700000000000045,-0.53782534663099,0.656495204882301,0.5193370165745853,1
-2.0176,120.8868,314.7,1.1,1.1,2024-08-15,603,Aqua,MODIS,69,61.03,296.5,8.4,D,0,314.7,84.0,18.19999999999999,-0.5786305492851768,0.6438356164383563,0.5211786372007368,1
-1.5057,120.3349,313.7,1.2,1.1,2024-08-15,603,Aqua,MODIS,68,61.03,297.0,8.6,D,0,313.7,86.0,16.69999999999999,-0.5696772579434576,0.6747809152872446,0.5303867403314918,1
-2.8419,121.0599,316.6,1.1,1.1,2024-08-15,603,Aqua,MODIS,0,61.03,295.4,10.2,D,0,316.6,102.0,21.200000000000045,-0.5126612517916866,0.6558441558441552,0.5009208103130752,1
-2.5815,121.3855,340.2,1.1,1.0,2024-08-15,603,Aqua,MODIS,90,61.03,294.3,42.0,D,2,340.2,420.0,45.89999999999998,0.10497237569060774,0.8029620090148102,0.4806629834254147,1
-1.4378,121.7064,315.0,1.1,1.0,2024-08-15,603,Aqua,MODIS,71,61.03,296.1,9.4,D,0,315.0,94.0,18.899999999999977,-0.5403422982885085,0.6651904340124007,0.5138121546961332,1
-1.3951,121.7465,312.4,1.0,1.0,2024-08-15,603,Aqua,MODIS,67,61.03,296.5,6.3,D,0,312.4,63.0,15.899999999999977,-0.6643580181140117,0.5969581749049434,0.5211786372007368,1
-1.4468,121.7079,311.6,1.1,1.0,2024-08-15,603,Aqua,MODIS,36,61.03,295.8,6.5,D,0,311.6,65.0,15.800000000000011,-0.6548061603823686,0.6089108910891087,0.5082872928176799,1
-1.8078,120.9298,313.3,1.1,1.1,2024-08-15,603,Aqua,MODIS,69,61.03,292.1,11.8,D,0,313.3,118.0,21.19999999999999,-0.45281706468815214,0.6954022988505748,0.4401473296500926,1
-1.8064,120.9399,319.4,1.1,1.1,2024-08-15,603,Aqua,MODIS,77,61.03,290.8,18.5,D,0,319.4,185.0,28.599999999999966,-0.2664551942902458,0.7322097378277156,0.41620626151012924,1
-1.865,120.8017,315.4,1.2,1.1,2024-08-15,603,Aqua,MODIS,72,61.03,295.3,12.2,D,0,315.4,122.0,20.099999999999966,-0.44215820759030633,0.7171006333567914,0.49907918968692483,1
-1.291,121.6967,311.5,1.0,1.0,2024-08-15,603,Aqua,MODIS,64,61.03,297.3,5.3,D,0,311.5,53.0,14.199999999999989,-0.7091906721536351,0.5773809523809527,0.535911602209945,1
-1.4144,121.7402,312.1,1.0,1.0,2024-08-15,603,Aqua,MODIS,64,61.03,296.7,6.1,D,0,312.1,61.0,15.400000000000034,-0.673009916912356,0.5968586387434548,0.5248618784530386,1
-1.8712,120.7985,311.3,1.2,1.1,2024-08-15,603,Aqua,MODIS,37,61.03,295.5,7.0,D,0,311.3,70.0,15.800000000000011,-0.6328350380277996,0.6317016317016315,0.5027624309392267,1
-1.9462,121.0495,311.7,1.1,1.1,2024-08-15,603,Aqua,MODIS,65,61.03,296.9,6.0,D,0,311.7,60.0,14.800000000000011,-0.6771589991928975,0.6042780748663099,0.5285451197053403,1
0.4794,116.2695,312.0,2.2,1.4,2024-08-15,604,Aqua,MODIS,54,61.03,293.5,20.9,D,0,312.0,209.0,18.5,-0.19769673704414586,0.8373626373626374,0.46593001841620635,1
1.3611,115.6867,320.3,2.4,1.5,2024-08-15,604,Aqua,MODIS,56,61.03,286.5,51.5,D,0,320.3,515.0,33.80000000000001,0.23308990781755057,0.8768221574344024,0.3370165745856355,1
0.8945,114.6224,308.6,3.0,1.6,2024-08-15,604,Aqua,MODIS,65,61.03,288.5,26.3,D,0,308.6,263.0,20.100000000000023,-0.07977606717984609,0.8580007064641468,0.3738489871086558,1
-0.4608,112.3525,310.5,4.8,2.0,2024-08-15,604,Aqua,MODIS,69,61.03,285.9,70.8,D,0,310.5,708.0,24.600000000000023,0.390279823269514,0.9328419328419327,0.325966850828729,0
0.9068,114.6264,311.7,3.0,1.6,2024-08-15,604,Aqua,MODIS,70,61.03,287.3,36.1,D,0,311.7,361.0,24.399999999999977,0.07328675486844062,0.8733783082511677,0.3517495395948438,1
0.6968,122.9376,317.8,1.0,1.0,2024-08-15,604,Aqua,MODIS,70,61.03,296.6,9.5,D,0,317.8,95.0,21.19999999999999,-0.5397286821705426,0.6351118760757316,0.5230202578268882,1
-0.4606,112.3562,309.7,4.8,2.0,2024-08-15,604,Aqua,MODIS,68,61.03,285.9,66.8,D,0,309.7,668.0,23.80000000000001,0.36647233302649074,0.9311939867013589,0.325966850828729,0
1.3742,115.6842,314.4,2.4,1.5,2024-08-15,604,Aqua,MODIS,31,61.03,286.8,32.5,D,0,314.4,325.0,27.599999999999966,0.016578041914294687,0.8434486670448101,0.34254143646408874,1
1.3773,115.7047,321.0,2.4,1.5,2024-08-15,604,Aqua,MODIS,78,61.03,286.9,53.6,D,0,321.0,536.0,34.10000000000002,0.2508751458576429,0.8803718645851604,0.34438305709023914,1
3.911,116.9476,311.5,1.7,1.3,2024-08-15,605,Aqua,MODIS,32,61.03,291.4,12.5,D,0,311.5,125.0,20.100000000000023,-0.427262313860252,0.7229496898690555,0.4272559852670347,1
-0.344,102.8122,311.2,1.7,1.3,2024-08-15,742,Aqua,MODIS,10,61.03,286.4,12.4,D,0,311.2,124.0,24.80000000000001,-0.4301470588235294,0.6666666666666665,0.33517495395948405,1
1.2433,99.6843,314.4,1.1,1.0,2024-08-15,742,Aqua,MODIS,66,61.03,293.3,8.5,D,0,314.4,85.0,21.099999999999966,-0.5743615423134701,0.6022620169651277,0.46224677716390455,1
1.2448,99.6944,313.4,1.1,1.0,2024-08-15,742,Aqua,MODIS,64,61.03,293.4,7.1,D,0,313.4,71.0,20.0,-0.6305931321540063,0.5604395604395604,0.46408839779005495,1
1.1395,99.6651,315.4,1.1,1.0,2024-08-15,742,Aqua,MODIS,69,61.03,292.9,10.2,D,0,315.4,102.0,22.5,-0.5112601820795399,0.6385542168674698,0.45488029465929986,1
0.9229,101.4845,313.9,1.4,1.2,2024-08-15,742,Aqua,MODIS,19,61.03,293.4,11.8,D,0,313.9,118.0,20.5,-0.45357721694836767,0.703971119133574,0.46408839779005495,1
2.3028,99.2971,309.8,1.1,1.0,2024-08-15,743,Aqua,MODIS,49,61.03,289.0,6.2,D,0,309.8,62.0,20.80000000000001,-0.6664873587950512,0.4975845410628017,0.3830570902394108,1
-10.3557,123.4847,320.3,1.0,1.0,2024-08-15,1337,Terra,MODIS,100,61.03,296.7,15.8,N,3,320.3,158.0,23.600000000000023,-0.339326782354171,0.740088105726872,0.5248618784530386,1
-10.0826,120.7143,318.6,1.1,1.1,2024-08-15,1337,Terra,MODIS,96,61.03,291.5,21.0,N,0,318.6,210.0,27.100000000000023,-0.20544835414301932,0.7714044706874734,0.42909760589318613,1
-3.9032,122.4192,306.4,1.0,1.0,2024-08-15,1338,Terra,MODIS,68,61.03,293.7,6.0,N,2,306.4,60.0,12.699999999999989,-0.6724890829694323,0.6506189821182946,0.4696132596685082,1
-3.8686,122.3989,303.7,1.0,1.0,2024-08-15,1338,Terra,MODIS,56,61.03,293.3,4.1,N,2,303.7,41.0,10.399999999999977,-0.7621119814331303,0.5953307392996116,0.46224677716390455,1
-3.0333,115.1513,307.2,2.2,1.4,2024-08-15,1339,Terra,MODIS,71,61.03,291.4,18.8,N,0,307.2,188.0,15.800000000000011,-0.2407108239095315,0.8449460255152109,0.4272559852670347,1
-0.948,119.7673,306.3,1.0,1.0,2024-08-15,1339,Terra,MODIS,68,61.03,288.9,8.9,N,0,306.3,89.0,17.400000000000034,-0.5497090817100936,0.6729323308270672,0.38121546961325936,1
-2.8794,122.1634,304.0,1.0,1.0,2024-08-15,1339,Terra,MODIS,32,61.03,293.6,4.0,N,0,304.0,40.0,10.399999999999977,-0.7674418604651163,0.587301587301588,0.4677716390423578,1
-2.8322,122.175,317.1,1.0,1.0,2024-08-15,1339,Terra,MODIS,94,61.03,294.6,12.6,N,2,317.1,126.0,22.5,-0.4312796208530806,0.696969696969697,0.48618784530386794,1
-2.8335,122.1661,311.3,1.0,1.0,2024-08-15,1339,Terra,MODIS,82,61.03,294.4,8.2,N,2,311.3,82.0,16.900000000000034,-0.5830155097889652,0.6582406471183008,0.4825046040515651,1
-2.575,121.3823,351.8,1.0,1.0,2024-08-15,1339,Terra,MODIS,100,61.03,292.9,65.8,N,2,351.8,658.0,58.900000000000034,0.30322836205189146,0.8356814060538427,0.45488029465929986,0
-2.5762,121.3735,307.4,1.0,1.0,2024-08-15,1339,Terra,MODIS,64,61.03,289.7,7.4,N,2,307.4,74.0,17.69999999999999,-0.6119559517566858,0.6139585605234462,0.3959484346224677,1
-3.4272,115.0461,305.7,2.3,1.5,2024-08-15,1339,Terra,MODIS,65,61.03,291.2,17.2,N,0,305.7,172.0,14.5,-0.27988277161398367,0.8445040214477212,0.4235727440147329,1
-3.0306,115.1708,304.8,2.2,1.4,2024-08-15,1339,Terra,MODIS,62,61.03,291.5,13.6,N,0,304.8,136.0,13.300000000000011,-0.38294010889292196,0.8218352310783655,0.42909760589318613,1
0.6906,117.5501,307.6,1.3,1.1,2024-08-15,1340,Terra,MODIS,72,61.03,291.8,8.9,N,2,307.6,89.0,15.800000000000011,-0.5511850731215331,0.6984732824427479,0.4346224677716394,1
-2.1588,115.5831,309.6,1.1,1.0,2024-08-15,1824,Aqua,MODIS,78,61.03,292.7,8.7,N,2,309.6,87.0,16.900000000000034,-0.5612708018154312,0.6746871992300283,0.45119705340699806,1
-2.2115,115.5017,305.4,1.1,1.0,2024-08-15,1824,Aqua,MODIS,64,61.03,293.0,5.9,N,2,305.4,59.0,12.399999999999977,-0.6761800219538968,0.6526610644257709,0.4567219152854513,1
0.6934,117.5577,306.0,1.0,1.0,2024-08-15,1824,Aqua,MODIS,66,61.03,284.4,6.9,N,2,306.0,69.0,21.600000000000023,-0.632,0.5231788079470194,0.2983425414364638,1
-3.029,115.1683,309.0,1.1,1.0,2024-08-15,1825,Aqua,MODIS,76,61.03,293.1,8.6,N,0,309.0,86.0,15.899999999999977,-0.5645569620253165,0.6879293424926403,0.45856353591160276,1
-3.0276,115.1587,308.8,1.1,1.0,2024-08-15,1825,Aqua,MODIS,75,61.03,292.7,8.5,N,0,308.8,85.0,16.100000000000023,-0.5683087861858812,0.6815034619188918,0.45119705340699806,1
-3.1593,113.7807,301.6,1.3,1.1,2024-08-15,1825,Aqua,MODIS,42,61.03,291.3,5.8,N,0,301.6,58.0,10.300000000000011,-0.6774193548387097,0.6983894582723277,0.42541436464088433,1
0.6885,117.5598,317.6,1.1,1.0,2024-08-16,159,Terra,MODIS,53,61.03,297.2,10.1,D,2,317.6,101.0,20.400000000000034,-0.517439082656474,0.663920922570016,0.5340699815837936,1
0.6898,117.5504,317.3,1.1,1.0,2024-08-16,159,Terra,MODIS,48,61.03,297.8,9.6,D,2,317.3,96.0,19.5,-0.5354464069683039,0.6623376623376623,0.5451197053407001,1
-1.7157,120.6101,305.6,1.8,1.3,2024-08-16,200,Terra,MODIS,54,61.03,293.5,9.4,D,0,305.6,94.0,12.100000000000023,-0.5295295295295296,0.7719132893496697,0.46593001841620635,1
-2.5734,121.3872,324.7,2.1,1.4,2024-08-16,200,Terra,MODIS,82,61.03,293.7,56.3,D,2,324.7,563.0,31.0,0.26844654725695616,0.8956228956228957,0.4696132596685082,1
-2.5747,121.3801,323.2,2.1,1.4,2024-08-16,200,Terra,MODIS,80,61.03,293.1,48.8,D,2,323.2,488.0,30.099999999999966,0.20315581854043394,0.8838062150164063,0.45856353591160276,1
-0.5302,115.3264,313.9,1.0,1.0,2024-08-16,200,Terra,MODIS,65,61.03,298.4,7.2,D,0,313.9,72.0,15.5,-0.6268463332469552,0.6457142857142857,0.5561694290976056,1
-0.7148,115.7146,313.7,1.0,1.0,2024-08-16,200,Terra,MODIS,63,61.03,298.2,6.4,D,0,313.7,64.0,15.5,-0.6611066984379137,0.610062893081761,0.5524861878453038,1
-1.685,120.9536,308.2,1.9,1.4,2024-08-16,200,Terra,MODIS,62,61.03,291.8,20.2,D,0,308.2,202.0,16.399999999999977,-0.20815366522932183,0.84981684981685,0.4346224677716394,1
-1.6911,120.9467,308.8,1.9,1.4,2024-08-16,200,Terra,MODIS,63,61.03,291.1,20.1,D,0,308.8,201.0,17.69999999999999,-0.21145547273440568,0.8381344307270234,0.4217311233885825,1
-1.8427,115.3423,343.2,1.0,1.0,2024-08-16,200,Terra,MODIS,92,61.03,286.0,48.0,D,0,343.2,480.0,57.19999999999999,0.1661807580174927,0.7870439314966492,0.32780847145488046,1
-2.1633,115.5826,318.4,1.0,1.0,2024-08-16,200,Terra,MODIS,58,61.03,289.1,10.4,D,2,318.4,104.0,29.299999999999955,-0.5075757575757576,0.5603900975243816,0.38489871086556227,1
-3.0335,115.157,322.2,1.0,1.0,2024-08-16,200,Terra,MODIS,77,61.03,298.1,12.2,D,0,322.2,122.0,24.099999999999966,-0.45069788383610987,0.6700889801505822,0.5506445672191533,1
-3.0347,115.1658,321.1,1.0,1.0,2024-08-16,200,Terra,MODIS,74,61.03,297.9,10.7,D,0,321.1,107.0,23.200000000000045,-0.5001167951413221,0.6436251920122882,0.5469613259668505,1
-3.1653,113.7821,314.6,1.1,1.0,2024-08-16,200,Terra,MODIS,40,61.03,295.9,7.9,D,0,314.6,79.0,18.700000000000045,-0.5985772357723578,0.6171954964176042,0.5101289134438303,1
-7.1593,114.587,311.6,1.0,1.0,2024-08-16,201,Terra,MODIS,50,61.03,300.1,6.8,D,3,311.6,68.0,11.5,-0.6417281348788199,0.710691823899371,0.5874769797421736,1
-6.7881,111.4111,319.5,1.3,1.1,2024-08-16,202,Terra,MODIS,68,61.03,300.5,10.9,D,0,319.5,109.0,19.0,-0.4912485414235706,0.703125,0.5948434622467772,1
-7.1946,111.3933,317.3,1.2,1.1,2024-08-16,202,Terra,MODIS,66,61.03,300.2,8.3,D,0,317.3,83.0,17.100000000000023,-0.5853110167374469,0.6583416583416579,0.589318600368324,1
-7.7128,113.9501,314.7,1.0,1.0,2024-08-16,202,Terra,MODIS,36,61.03,301.1,5.8,D,0,314.7,58.0,13.599999999999966,-0.6887577139790716,0.6201117318435762,0.6058931860036837,1
-7.3183,111.1918,323.2,1.3,1.1,2024-08-16,202,Terra,MODIS,77,61.03,298.3,20.7,D,0,323.2,207.0,24.899999999999977,-0.21916258015843074,0.7852522639068565,0.5543278084714551,1
-7.3308,111.0736,320.1,1.3,1.1,2024-08-16,202,Terra,MODIS,74,61.03,298.3,16.5,D,0,320.1,165.0,21.80000000000001,-0.3197278911564626,0.766595289079229,0.5543278084714551,1
-7.5877,112.7266,320.0,1.1,1.0,2024-08-16,202,Terra,MODIS,68,61.03,302.0,9.5,D,2,320.0,95.0,18.0,-0.5421686746987951,0.6814159292035398,0.6224677716390424,1
-7.7683,113.897,319.4,1.0,1.0,2024-08-16,202,Terra,MODIS,57,61.03,301.7,9.2,D,0,319.4,92.0,17.69999999999999,-0.5527467185221195,0.6773017319963539,0.6169429097605892,1
-7.9007,113.9109,317.3,1.0,1.0,2024-08-16,202,Terra,MODIS,65,61.03,301.4,7.8,D,0,317.3,78.0,15.900000000000034,-0.605363015431318,0.6613418530351431,0.6114180478821359,1
-7.5418,110.4336,311.1,1.4,1.2,2024-08-16,202,Terra,MODIS,63,61.03,290.4,12.9,D,1,311.1,129.0,20.700000000000045,-0.4137695978186776,0.7234468937875747,0.40883977900552454,1
-7.5501,110.4391,307.7,1.4,1.2,2024-08-16,202,Terra,MODIS,13,61.03,290.5,9.0,D,1,307.7,90.0,17.19999999999999,-0.5473975358310283,0.6791044776119405,0.410681399631676,1
-8.1541,113.3172,351.8,1.0,1.0,2024-08-16,202,Terra,MODIS,96,61.03,302.2,60.3,D,0,351.8,603.0,49.60000000000002,0.2630917469627147,0.8479926448053937,0.6261510128913442,1
-8.1153,112.9227,327.5,1.0,1.0,2024-08-16,202,Terra,MODIS,82,61.03,294.7,24.8,D,1,327.5,248.0,32.80000000000001,-0.13814074717636837,0.7663817663817664,0.48802946593001834,1
