latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
1.4905,127.6398,310.8,1.1,1,2024-08-15,0119,Terra,MODIS,62,61.03,294.5,7.4,D,1
0.7899,127.3815,316.8,1,1,2024-08-15,0119,Terra,MODIS,0,61.03,299.9,8.8,D,2
1.4919,127.6305,317.3,1.1,1,2024-08-15,0119,Terra,MODIS,73,61.03,295.8,13.2,D,1
-2.5766,121.384,354.2,1.5,1.2,2024-08-15,0120,Terra,MODIS,97,61.03,297.1,117.4,D,2
-2.5812,121.3767,329.7,1.5,1.2,2024-08-15,0120,Terra,MODIS,84,61.03,295.7,41.8,D,2
-2.5831,121.3892,323.6,1.5,1.2,2024-08-15,0120,Terra,MODIS,79,61.03,294.1,29.1,D,2
-3.116,130.0602,309.6,1.7,1.3,2024-08-15,0120,Terra,MODIS,66,61.03,292.4,11,D,0
-2.0097,121.4329,314.5,1.5,1.2,2024-08-15,0120,Terra,MODIS,69,61.03,294.1,13.5,D,2
-8.187,127.9284,320.4,1.4,1.2,2024-08-15,0121,Terra,MODIS,73,61.03,301.4,15.9,D,0
-9.3941,119.3787,330.5,1.6,1.2,2024-08-15,0122,Terra,MODIS,83,61.03,303.4,43.2,D,0
-9.4023,119.8743,314.6,1.5,1.2,2024-08-15,0122,Terra,MODIS,61,61.03,300.9,8.3,D,0
-10.0766,120.7146,312.3,1.3,1.1,2024-08-15,0122,Terra,MODIS,35,61.03,298,6.9,D,0
-0.5752,103.0831,312.4,1.1,1.1,2024-08-15,0258,Terra,MODIS,62,61.03,294.8,6.4,D,0
0.9294,101.4866,316.7,1,1,2024-08-15,0258,Terra,MODIS,31,61.03,299.3,7.7,D,0
0.1081,102.7032,314.1,1.1,1,2024-08-15,0258,Terra,MODIS,55,61.03,296.5,7.8,D,0
-0.332,102.6204,322,1.1,1,2024-08-15,0258,Terra,MODIS,34,61.03,287,14.7,D,0
-0.3333,102.6297,324.8,1.1,1,2024-08-15,0258,Terra,MODIS,58,61.03,287.8,17.4,D,0
-0.3424,102.6284,322.4,1.1,1,2024-08-15,0258,Terra,MODIS,39,61.03,288.2,14.7,D,0
-1.3485,100.5857,312.2,1,1,2024-08-15,0258,Terra,MODIS,45,61.03,295.8,6,D,2
-4.5523,103.1486,311.6,1.2,1.1,2024-08-15,0259,Terra,MODIS,49,61.03,296.3,6.4,D,0
-4.5621,103.1473,312.2,1.2,1.1,2024-08-15,0259,Terra,MODIS,59,61.03,296.9,7,D,0
-9.8698,123.8316,330.8,1,1,2024-08-15,0601,Aqua,MODIS,82,61.03,307.2,20,D,0
-9.7026,119.7879,316.4,1.7,1.3,2024-08-15,0601,Aqua,MODIS,66,61.03,298.1,19.4,D,0
-9.7731,120.0348,315.2,1.7,1.3,2024-08-15,0601,Aqua,MODIS,63,61.03,300.5,11.4,D,0
-9.1155,124.9139,319.7,1,1,2024-08-15,0601,Aqua,MODIS,70,61.03,304.7,5.7,D,0
-9.1536,124.9014,327.8,1,1,2024-08-15,0601,Aqua,MODIS,80,61.03,304.8,14.1,D,0
-9.9161,120.3329,312.9,1.6,1.2,2024-08-15,0601,Aqua,MODIS,56,61.03,299.8,9.7,D,0
-10.0854,120.7076,344.4,1.5,1.2,2024-08-15,0601,Aqua,MODIS,92,61.03,305.8,75,D,0
-10.0837,120.721,323.9,1.5,1.2,2024-08-15,0601,Aqua,MODIS,59,61.03,305.2,21,D,0
-9.8379,123.7983,321.2,1,1,2024-08-15,0601,Aqua,MODIS,71,61.03,305.2,8.2,D,0
-9.9239,123.7802,325.6,1,1,2024-08-15,0601,Aqua,MODIS,76,61.03,304.6,15.6,D,0
-9.9612,123.7763,326.5,1,1,2024-08-15,0601,Aqua,MODIS,78,61.03,303.5,16,D,0
-9.9599,123.7856,342.6,1,1,2024-08-15,0601,Aqua,MODIS,91,61.03,305.4,41.6,D,0
-10.236,123.5869,322.1,1.1,1,2024-08-15,0601,Aqua,MODIS,58,61.03,311.1,8.4,D,0
-10.1203,124.4035,317.6,1,1,2024-08-15,0601,Aqua,MODIS,62,61.03,304.8,7.7,D,0
-10.119,124.4125,314.9,1,1,2024-08-15,0601,Aqua,MODIS,49,61.03,304.3,5.9,D,0
-8.3749,123.2063,313.3,1,1,2024-08-15,0601,Aqua,MODIS,0,61.03,301.6,7.1,D,0
-8.3068,123.6849,321.3,1,1,2024-08-15,0601,Aqua,MODIS,74,61.03,301.9,13,D,0
-8.7729,120.8383,314.6,1.4,1.2,2024-08-15,0601,Aqua,MODIS,65,61.03,296.3,11.9,D,0
-8.8024,120.8553,313,1.4,1.2,2024-08-15,0601,Aqua,MODIS,25,61.03,296.7,10,D,0
-3.9082,122.4125,317.8,1,1,2024-08-15,0602,Aqua,MODIS,57,61.03,301.7,8.6,D,2
-3.9068,122.4216,318,1,1,2024-08-15,0602,Aqua,MODIS,60,61.03,300.3,8.4,D,2
-3.8721,122.4073,319.7,1,1,2024-08-15,0602,Aqua,MODIS,51,61.03,302,9.4,D,2
-3.54,126.4811,314.8,1.3,1.1,2024-08-15,0602,Aqua,MODIS,51,61.03,293.4,8.8,D,0
-4.1729,119.8514,319.5,1.4,1.2,2024-08-15,0602,Aqua,MODIS,61,61.03,300.7,13.9,D,0
-3.8735,122.3981,322.1,1,1,2024-08-15,0602,Aqua,MODIS,71,61.03,301.9,12.8,D,2
-2.1616,120.3297,308.4,1.2,1.1,2024-08-15,0603,Aqua,MODIS,48,61.03,294.4,6.3,D,0
-2.0122,121.4319,319.7,1.1,1,2024-08-15,0603,Aqua,MODIS,73,61.03,300.3,12.7,D,2
-2.481,121.0406,314.1,1.1,1.1,2024-08-15,0603,Aqua,MODIS,45,61.03,297,7.3,D,0
-2.489,121.0522,316.9,1.1,1.1,2024-08-15,0603,Aqua,MODIS,62,61.03,297.5,10.4,D,0
-2.5829,121.3759,341.7,1.1,1,2024-08-15,0603,Aqua,MODIS,91,61.03,296.6,45.2,D,2
-2.003,121.4306,325.3,1.1,1,2024-08-15,0603,Aqua,MODIS,73,61.03,298.8,18.1,D,2
-1.0298,121.9112,311.1,1,1,2024-08-15,0603,Aqua,MODIS,43,61.03,295.4,5.2,D,0
-1.2128,121.6034,313.1,1.1,1,2024-08-15,0603,Aqua,MODIS,67,61.03,298.8,6,D,0
-1.877,121.5317,315.6,1.1,1,2024-08-15,0603,Aqua,MODIS,71,61.03,297,9,D,0
-2.0191,120.8767,316.1,1.1,1.1,2024-08-15,0603,Aqua,MODIS,72,61.03,296.4,9.5,D,0
-2.0176,120.8868,314.7,1.1,1.1,2024-08-15,0603,Aqua,MODIS,69,61.03,296.5,8.4,D,0
-1.5057,120.3349,313.7,1.2,1.1,2024-08-15,0603,Aqua,MODIS,68,61.03,297,8.6,D,0
-2.8419,121.0599,316.6,1.1,1.1,2024-08-15,0603,Aqua,MODIS,0,61.03,295.4,10.2,D,0
-2.5815,121.3855,340.2,1.1,1,2024-08-15,0603,Aqua,MODIS,90,61.03,294.3,42,D,2
-1.4378,121.7064,315,1.1,1,2024-08-15,0603,Aqua,MODIS,71,61.03,296.1,9.4,D,0
-1.3951,121.7465,312.4,1,1,2024-08-15,0603,Aqua,MODIS,67,61.03,296.5,6.3,D,0
-1.4468,121.7079,311.6,1.1,1,2024-08-15,0603,Aqua,MODIS,36,61.03,295.8,6.5,D,0
-1.8078,120.9298,313.3,1.1,1.1,2024-08-15,0603,Aqua,MODIS,69,61.03,292.1,11.8,D,0
-1.8064,120.9399,319.4,1.1,1.1,2024-08-15,0603,Aqua,MODIS,77,61.03,290.8,18.5,D,0
-1.865,120.8017,315.4,1.2,1.1,2024-08-15,0603,Aqua,MODIS,72,61.03,295.3,12.2,D,0
-1.291,121.6967,311.5,1,1,2024-08-15,0603,Aqua,MODIS,64,61.03,297.3,5.3,D,0
-1.4144,121.7402,312.1,1,1,2024-08-15,0603,Aqua,MODIS,64,61.03,296.7,6.1,D,0
-1.8712,120.7985,311.3,1.2,1.1,2024-08-15,0603,Aqua,MODIS,37,61.03,295.5,7,D,0
-1.9462,121.0495,311.7,1.1,1.1,2024-08-15,0603,Aqua,MODIS,65,61.03,296.9,6,D,0
0.4794,116.2695,312,2.2,1.4,2024-08-15,0604,Aqua,MODIS,54,61.03,293.5,20.9,D,0
1.3611,115.6867,320.3,2.4,1.5,2024-08-15,0604,Aqua,MODIS,56,61.03,286.5,51.5,D,0
0.8945,114.6224,308.6,3,1.6,2024-08-15,0604,Aqua,MODIS,65,61.03,288.5,26.3,D,0
-0.4608,112.3525,310.5,4.8,2,2024-08-15,0604,Aqua,MODIS,69,61.03,285.9,70.8,D,0
0.9068,114.6264,311.7,3,1.6,2024-08-15,0604,Aqua,MODIS,70,61.03,287.3,36.1,D,0
0.6968,122.9376,317.8,1,1,2024-08-15,0604,Aqua,MODIS,70,61.03,296.6,9.5,D,0
-0.4606,112.3562,309.7,4.8,2,2024-08-15,0604,Aqua,MODIS,68,61.03,285.9,66.8,D,0
1.3742,115.6842,314.4,2.4,1.5,2024-08-15,0604,Aqua,MODIS,31,61.03,286.8,32.5,D,0
1.3773,115.7047,321,2.4,1.5,2024-08-15,0604,Aqua,MODIS,78,61.03,286.9,53.6,D,0
3.911,116.9476,311.5,1.7,1.3,2024-08-15,0605,Aqua,MODIS,32,61.03,291.4,12.5,D,0
-0.344,102.8122,311.2,1.7,1.3,2024-08-15,0742,Aqua,MODIS,10,61.03,286.4,12.4,D,0
1.2433,99.6843,314.4,1.1,1,2024-08-15,0742,Aqua,MODIS,66,61.03,293.3,8.5,D,0
1.2448,99.6944,313.4,1.1,1,2024-08-15,0742,Aqua,MODIS,64,61.03,293.4,7.1,D,0
1.1395,99.6651,315.4,1.1,1,2024-08-15,0742,Aqua,MODIS,69,61.03,292.9,10.2,D,0
0.9229,101.4845,313.9,1.4,1.2,2024-08-15,0742,Aqua,MODIS,19,61.03,293.4,11.8,D,0
2.3028,99.2971,309.8,1.1,1,2024-08-15,0743,Aqua,MODIS,49,61.03,289,6.2,D,0
-10.3557,123.4847,320.3,1,1,2024-08-15,1337,Terra,MODIS,100,61.03,296.7,15.8,N,3
-10.0826,120.7143,318.6,1.1,1.1,2024-08-15,1337,Terra,MODIS,96,61.03,291.5,21,N,0
-3.9032,122.4192,306.4,1,1,2024-08-15,1338,Terra,MODIS,68,61.03,293.7,6,N,2
-3.8686,122.3989,303.7,1,1,2024-08-15,1338,Terra,MODIS,56,61.03,293.3,4.1,N,2
-3.0333,115.1513,307.2,2.2,1.4,2024-08-15,1339,Terra,MODIS,71,61.03,291.4,18.8,N,0
-0.948,119.7673,306.3,1,1,2024-08-15,1339,Terra,MODIS,68,61.03,288.9,8.9,N,0
-2.8794,122.1634,304,1,1,2024-08-15,1339,Terra,MODIS,32,61.03,293.6,4,N,0
-2.8322,122.175,317.1,1,1,2024-08-15,1339,Terra,MODIS,94,61.03,294.6,12.6,N,2
-2.8335,122.1661,311.3,1,1,2024-08-15,1339,Terra,MODIS,82,61.03,294.4,8.2,N,2
-2.575,121.3823,351.8,1,1,2024-08-15,1339,Terra,MODIS,100,61.03,292.9,65.8,N,2
-2.5762,121.3735,307.4,1,1,2024-08-15,1339,Terra,MODIS,64,61.03,289.7,7.4,N,2
-3.4272,115.0461,305.7,2.3,1.5,2024-08-15,1339,Terra,MODIS,65,61.03,291.2,17.2,N,0
-3.0306,115.1708,304.8,2.2,1.4,2024-08-15,1339,Terra,MODIS,62,61.03,291.5,13.6,N,0
0.6906,117.5501,307.6,1.3,1.1,2024-08-15,1340,Terra,MODIS,72,61.03,291.8,8.9,N,2
-2.1588,115.5831,309.6,1.1,1,2024-08-15,1824,Aqua,MODIS,78,61.03,292.7,8.7,N,2
-2.2115,115.5017,305.4,1.1,1,2024-08-15,1824,Aqua,MODIS,64,61.03,293,5.9,N,2
0.6934,117.5577,306,1,1,2024-08-15,1824,Aqua,MODIS,66,61.03,284.4,6.9,N,2
-3.029,115.1683,309,1.1,1,2024-08-15,1825,Aqua,MODIS,76,61.03,293.1,8.6,N,0
-3.0276,115.1587,308.8,1.1,1,2024-08-15,1825,Aqua,MODIS,75,61.03,292.7,8.5,N,0
-3.1593,113.7807,301.6,1.3,1.1,2024-08-15,1825,Aqua,MODIS,42,61.03,291.3,5.8,N,0
0.6885,117.5598,317.6,1.1,1,2024-08-16,0159,Terra,MODIS,53,61.03,297.2,10.1,D,2
0.6898,117.5504,317.3,1.1,1,2024-08-16,0159,Terra,MODIS,48,61.03,297.8,9.6,D,2
-1.7157,120.6101,305.6,1.8,1.3,2024-08-16,0200,Terra,MODIS,54,61.03,293.5,9.4,D,0
-2.5734,121.3872,324.7,2.1,1.4,2024-08-16,0200,Terra,MODIS,82,61.03,293.7,56.3,D,2
-2.5747,121.3801,323.2,2.1,1.4,2024-08-16,0200,Terra,MODIS,80,61.03,293.1,48.8,D,2
-0.5302,115.3264,313.9,1,1,2024-08-16,0200,Terra,MODIS,65,61.03,298.4,7.2,D,0
-0.7148,115.7146,313.7,1,1,2024-08-16,0200,Terra,MODIS,63,61.03,298.2,6.4,D,0
-1.685,120.9536,308.2,1.9,1.4,2024-08-16,0200,Terra,MODIS,62,61.03,291.8,20.2,D,0
-1.6911,120.9467,308.8,1.9,1.4,2024-08-16,0200,Terra,MODIS,63,61.03,291.1,20.1,D,0
-1.8427,115.3423,343.2,1,1,2024-08-16,0200,Terra,MODIS,92,61.03,286,48,D,0
-2.1633,115.5826,318.4,1,1,2024-08-16,0200,Terra,MODIS,58,61.03,289.1,10.4,D,2
-3.0335,115.157,322.2,1,1,2024-08-16,0200,Terra,MODIS,77,61.03,298.1,12.2,D,0
-3.0347,115.1658,321.1,1,1,2024-08-16,0200,Terra,MODIS,74,61.03,297.9,10.7,D,0
-3.1653,113.7821,314.6,1.1,1,2024-08-16,0200,Terra,MODIS,40,61.03,295.9,7.9,D,0
-7.1593,114.587,311.6,1,1,2024-08-16,0201,Terra,MODIS,50,61.03,300.1,6.8,D,3
-6.7881,111.4111,319.5,1.3,1.1,2024-08-16,0202,Terra,MODIS,68,61.03,300.5,10.9,D,0
-7.1946,111.3933,317.3,1.2,1.1,2024-08-16,0202,Terra,MODIS,66,61.03,300.2,8.3,D,0
-7.7128,113.9501,314.7,1,1,2024-08-16,0202,Terra,MODIS,36,61.03,301.1,5.8,D,0
-7.3183,111.1918,323.2,1.3,1.1,2024-08-16,0202,Terra,MODIS,77,61.03,298.3,20.7,D,0
-7.3308,111.0736,320.1,1.3,1.1,2024-08-16,0202,Terra,MODIS,74,61.03,298.3,16.5,D,0
-7.5877,112.7266,320,1.1,1,2024-08-16,0202,Terra,MODIS,68,61.03,302,9.5,D,2
-7.7683,113.897,319.4,1,1,2024-08-16,0202,Terra,MODIS,57,61.03,301.7,9.2,D,0
-7.9007,113.9109,317.3,1,1,2024-08-16,0202,Terra,MODIS,65,61.03,301.4,7.8,D,0
-7.5418,110.4336,311.1,1.4,1.2,2024-08-16,0202,Terra,MODIS,63,61.03,290.4,12.9,D,1
-7.5501,110.4391,307.7,1.4,1.2,2024-08-16,0202,Terra,MODIS,13,61.03,290.5,9,D,1
-8.1541,113.3172,351.8,1,1,2024-08-16,0202,Terra,MODIS,96,61.03,302.2,60.3,D,0
-8.1153,112.9227,327.5,1,1,2024-08-16,0202,Terra,MODIS,82,61.03,294.7,24.8,D,1
-8.1554,113.3262,321.9,1,1,2024-08-16,0202,Terra,MODIS,77,61.03,299.7,12.5,D,0
-9.4591,119.9417,317.5,2.1,1.4,2024-08-16,0202,Terra,MODIS,68,61.03,299.5,21.2,D,0
-9.4573,119.9475,321.1,2.1,1.4,2024-08-16,0202,Terra,MODIS,73,61.03,299.6,29.8,D,0
-8.1166,112.9314,314.6,1,1,2024-08-16,0202,Terra,MODIS,55,61.03,299.9,11.1,D,1
-8.4425,140.5235,313.9,1.1,1,2024-08-16,0503,Aqua,MODIS,61,61.03,298.4,6.8,D,0
-8.8804,140.9241,317,1.1,1,2024-08-16,0503,Aqua,MODIS,53,61.03,298.9,9.1,D,0
-8.5722,140.8321,319,1.1,1,2024-08-16,0503,Aqua,MODIS,72,61.03,298.2,10,D,0
-8.1969,131.0193,311.2,3,1.6,2024-08-16,0504,Aqua,MODIS,41,61.03,295.5,26,D,0
-1.2035,134.1829,313.7,1.3,1.1,2024-08-16,0505,Aqua,MODIS,0,61.03,293.9,11,D,0
-9.6114,119.1391,313.1,1.6,1.2,2024-08-16,0641,Aqua,MODIS,52,61.03,297.5,10.8,D,0
-9.3818,119.2804,322.1,1.6,1.3,2024-08-16,0641,Aqua,MODIS,64,61.03,301.7,19.4,D,0
-9.6464,119.1304,314.1,1.6,1.2,2024-08-16,0641,Aqua,MODIS,58,61.03,299.2,9.3,D,0
-9.6495,119.1222,315.5,1.6,1.2,2024-08-16,0641,Aqua,MODIS,62,61.03,298.9,10.1,D,0
-9.7361,119.5139,311.3,1.7,1.3,2024-08-16,0641,Aqua,MODIS,22,61.03,297.2,9.6,D,0
-9.7411,120.2,315.9,1.9,1.3,2024-08-16,0641,Aqua,MODIS,64,61.03,300.6,13.7,D,0
-9.7506,120.1908,315.8,1.9,1.3,2024-08-16,0641,Aqua,MODIS,58,61.03,300,13.4,D,0
-9.8703,120.1256,322.3,1.9,1.3,2024-08-16,0641,Aqua,MODIS,48,61.03,299.6,26.4,D,0
-9.8787,120.115,319.1,1.8,1.3,2024-08-16,0641,Aqua,MODIS,62,61.03,297.9,21.9,D,0
-9.9154,120.5305,319.9,2,1.4,2024-08-16,0641,Aqua,MODIS,72,61.03,299.4,28.2,D,0
-10.0136,120.2675,318.6,1.9,1.3,2024-08-16,0641,Aqua,MODIS,56,61.03,301,23.2,D,0
-10.0715,120.7003,321.1,2,1.4,2024-08-16,0641,Aqua,MODIS,63,61.03,304.5,20.9,D,0
-7.4299,112.0378,317,1.1,1.1,2024-08-16,0642,Aqua,MODIS,30,61.03,302.2,7.2,D,0
-7.3397,111.6475,318.6,1.2,1.1,2024-08-16,0642,Aqua,MODIS,33,61.03,303,7.4,D,0
-7.2877,111.8087,323.7,1.2,1.1,2024-08-16,0642,Aqua,MODIS,57,61.03,306.5,7.9,D,0
-7.0101,110.3576,323.7,1.4,1.2,2024-08-16,0642,Aqua,MODIS,64,61.03,301,13.4,D,2
-6.9931,108.8035,317.1,1.8,1.3,2024-08-16,0642,Aqua,MODIS,66,61.03,299.6,16.7,D,0
-7.4666,111.9817,321.9,1.1,1.1,2024-08-16,0642,Aqua,MODIS,61,61.03,304.9,9.6,D,0
-7.363,112.3792,325.3,1.1,1,2024-08-16,0642,Aqua,MODIS,71,61.03,301.8,13.8,D,0
-8.7522,117.8772,328.8,1.3,1.1,2024-08-16,0642,Aqua,MODIS,76,61.03,306,18.9,D,0
-8.5131,118.1824,326.1,1.4,1.2,2024-08-16,0642,Aqua,MODIS,61,61.03,305.3,13.7,D,0
-8.2424,116.4007,321.6,1.1,1.1,2024-08-16,0642,Aqua,MODIS,70,61.03,302.7,10.4,D,2
-8.2881,113.7144,317.3,1,1,2024-08-16,0642,Aqua,MODIS,62,61.03,298,8,D,0
-8.2894,113.7054,319.9,1,1,2024-08-16,0642,Aqua,MODIS,73,61.03,299.8,9.8,D,0
-7.8481,114.2085,327.4,1,1,2024-08-16,0642,Aqua,MODIS,80,61.03,302.7,15.8,D,0
-6.5853,107.889,318.7,2.1,1.4,2024-08-16,0643,Aqua,MODIS,71,61.03,295.5,23.4,D,0
-6.5809,107.9005,313.9,2.1,1.4,2024-08-16,0643,Aqua,MODIS,32,61.03,296,8.6,D,0
-0.6619,111.7452,314.9,1,1,2024-08-16,0644,Aqua,MODIS,65,61.03,288.6,9.7,D,0
-0.6632,111.7362,338,1,1,2024-08-16,0644,Aqua,MODIS,90,61.03,287.2,38.4,D,0
-0.8365,110.4112,312.7,1.2,1.1,2024-08-16,0644,Aqua,MODIS,0,61.03,270.3,15.5,D,0
-0.55,112.134,321.4,1,1,2024-08-16,0644,Aqua,MODIS,78,61.03,292.8,14.2,D,0
-0.5707,111.9918,323.6,1,1,2024-08-16,0644,Aqua,MODIS,80,61.03,290.6,17.1,D,0
-0.572,111.9829,324.6,1,1,2024-08-16,0644,Aqua,MODIS,81,61.03,291.7,18.1,D,0
-0.5398,112.1416,341,1,1,2024-08-16,0644,Aqua,MODIS,91,61.03,293,40.5,D,0
-0.5411,112.1327,332.1,1,1,2024-08-16,0644,Aqua,MODIS,86,61.03,293.2,26.4,D,0
-0.6059,111.4996,317.6,1,1,2024-08-16,0644,Aqua,MODIS,75,61.03,286.3,13,D,0
-0.5044,112.073,323.1,1,1,2024-08-16,0644,Aqua,MODIS,80,61.03,289.9,15.9,D,0
-1.6905,114.5644,318.6,1.1,1,2024-08-16,0644,Aqua,MODIS,72,61.03,295.6,11.4,D,0
-1.7875,110.2049,324.1,1.2,1.1,2024-08-16,0644,Aqua,MODIS,73,61.03,289,23.2,D,0
-0.4453,116.2677,316.8,1.4,1.2,2024-08-16,0644,Aqua,MODIS,35,61.03,297.7,11.2,D,0
-0.4013,116.3671,318,1.4,1.2,2024-08-16,0644,Aqua,MODIS,38,61.03,298.7,10.7,D,0
-0.6454,114.6612,316.4,1.1,1.1,2024-08-16,0644,Aqua,MODIS,67,61.03,296,9.8,D,0
-0.8441,111.5707,317.4,1,1,2024-08-16,0644,Aqua,MODIS,75,61.03,291.7,10.8,D,0
-0.8301,111.5406,326.2,1,1,2024-08-16,0644,Aqua,MODIS,72,61.03,291.9,18.4,D,0
-0.8314,111.5315,318.3,1,1,2024-08-16,0644,Aqua,MODIS,21,61.03,290.9,9.9,D,0
-0.8209,111.5429,321.8,1,1,2024-08-16,0644,Aqua,MODIS,44,61.03,291.5,13.4,D,0
-0.8223,111.5338,336.1,1,1,2024-08-16,0644,Aqua,MODIS,84,61.03,291,32.3,D,0
-0.8119,111.5416,323.5,1,1,2024-08-16,0644,Aqua,MODIS,68,61.03,291.1,15.7,D,0
-0.7795,111.5742,316.5,1,1,2024-08-16,0644,Aqua,MODIS,68,61.03,282.7,11.8,D,0
-0.6112,112.0942,333.5,1,1,2024-08-16,0644,Aqua,MODIS,87,61.03,291.8,28,D,0
-0.6125,112.0853,331.9,1,1,2024-08-16,0644,Aqua,MODIS,86,61.03,292,24.8,D,0
0.6999,113.0577,312.7,1,1,2024-08-16,0644,Aqua,MODIS,63,61.03,294.8,6.6,D,0
0.7012,113.0666,316.4,1,1,2024-08-16,0644,Aqua,MODIS,71,61.03,295.6,9.5,D,0
0.8402,116.7903,314.1,1.6,1.2,2024-08-16,0644,Aqua,MODIS,63,61.03,293.9,9.8,D,0
-0.191,111.3048,320.5,1,1,2024-08-16,0644,Aqua,MODIS,79,61.03,282.8,16.2,D,0
-0.3386,111.6828,311.4,1,1,2024-08-16,0644,Aqua,MODIS,55,61.03,290.1,6.7,D,0
-0.3697,112.2996,320.2,1,1,2024-08-16,0644,Aqua,MODIS,76,61.03,293.3,12.4,D,0
-0.5057,112.0641,313,1,1,2024-08-16,0644,Aqua,MODIS,68,61.03,290.1,6.7,D,0
3.8115,117.6048,313.5,2,1.4,2024-08-16,0645,Aqua,MODIS,22,61.03,293.9,13.2,D,0
3.805,117.5946,321.1,2,1.4,2024-08-16,0645,Aqua,MODIS,66,61.03,294.8,34.6,D,0
2.3185,116.9937,314.2,1.7,1.3,2024-08-16,0645,Aqua,MODIS,64,61.03,295.8,9.8,D,0
2.2879,117.1071,321.3,1.8,1.3,2024-08-16,0645,Aqua,MODIS,75,61.03,295.7,24.8,D,0
-7.537,110.4452,325.4,1.6,1.2,2024-08-16,1906,Aqua,MODIS,100,61.03,286.5,50.5,N,1
-7.5394,110.4528,319.3,1.6,1.2,2024-08-16,1906,Aqua,MODIS,98,61.03,286.3,38.9,N,1
-7.5376,110.4397,308.9,1.6,1.2,2024-08-16,1906,Aqua,MODIS,76,61.03,284.7,22,N,1
-7.6415,126.3954,312.6,1.2,1.1,2024-08-17,0103,Terra,MODIS,0,61.03,299.3,6.4,D,0
-9.6736,119.8012,312.3,3.3,1.7,2024-08-17,0104,Terra,MODIS,53,61.03,294.2,42.1,D,0
-2.8617,106.1962,306.1,1,1,2024-08-17,0241,Terra,MODIS,28,61.03,279.2,4.8,D,0
-6.8771,108.7728,313.4,1.6,1.2,2024-08-17,0242,Terra,MODIS,60,61.03,295.9,8.6,D,0
-6.6794,108.4033,313.7,1.5,1.2,2024-08-17,0242,Terra,MODIS,59,61.03,292.8,10.4,D,0
-7.9575,137.9206,310.9,3.6,1.8,2024-08-17,0544,Aqua,MODIS,44,61.03,293.2,33.4,D,0
-7.6468,126.403,312.5,1.2,1.1,2024-08-17,0544,Aqua,MODIS,51,61.03,299.2,6.6,D,0
-8.7615,120.7953,311.5,3.1,1.7,2024-08-17,0544,Aqua,MODIS,32,61.03,295.6,29.3,D,0
-8.7582,120.8216,323.2,3.1,1.7,2024-08-17,0544,Aqua,MODIS,78,61.03,296.3,81.4,D,0
-9.8841,123.8028,315.9,1.9,1.3,2024-08-17,0544,Aqua,MODIS,65,61.03,301.7,15.1,D,0
-9.9104,123.7442,319.2,1.9,1.3,2024-08-17,0544,Aqua,MODIS,70,61.03,298.9,23.3,D,0
-10.0935,123.9296,316.3,1.8,1.3,2024-08-17,0544,Aqua,MODIS,57,61.03,303,15.2,D,0
-10.0913,123.9466,314.4,1.8,1.3,2024-08-17,0544,Aqua,MODIS,56,61.03,301.6,13.1,D,0
-3.5449,126.7405,314.7,1,1,2024-08-17,0545,Aqua,MODIS,57,61.03,296,7.1,D,0
-3.9084,122.4087,314.8,1.9,1.4,2024-08-17,0545,Aqua,MODIS,29,61.03,300.5,15.2,D,2
-3.3401,126.8192,313.9,1,1,2024-08-17,0545,Aqua,MODIS,63,61.03,294.3,8.3,D,0
-3.3388,126.8283,317.7,1,1,2024-08-17,0545,Aqua,MODIS,73,61.03,295.3,11.6,D,0
-3.5385,126.7213,315.8,1,1,2024-08-17,0545,Aqua,MODIS,24,61.03,294,7.9,D,0
-3.5372,126.7303,349.5,1,1,2024-08-17,0545,Aqua,MODIS,95,61.03,295.8,57.9,D,0
-3.5462,126.7315,324.6,1,1,2024-08-17,0545,Aqua,MODIS,80,61.03,296.2,17.4,D,0
-2.005,121.4289,310.7,2.1,1.4,2024-08-17,0546,Aqua,MODIS,53,61.03,294.4,16.8,D,2
-2.3598,119.5889,308.2,3,1.7,2024-08-17,0546,Aqua,MODIS,31,61.03,289.7,26.4,D,0
-2.2703,121.7639,312,2,1.4,2024-08-17,0546,Aqua,MODIS,51,61.03,295.4,15.9,D,0
-2.5754,121.3776,334.8,2.2,1.4,2024-08-17,0546,Aqua,MODIS,88,61.03,296.3,96.3,D,2
-2.6905,121.3987,310,2.2,1.4,2024-08-17,0546,Aqua,MODIS,27,61.03,294.6,15.6,D,0
-3.0056,120.1906,311.4,2.8,1.6,2024-08-17,0546,Aqua,MODIS,0,61.03,295.7,24.4,D,2
-7.2351,111.1923,317.5,2.6,1.5,2024-08-17,0723,Aqua,MODIS,47,61.03,298.5,17.5,D,0
-7.4175,110.8028,321.8,2.4,1.5,2024-08-17,0723,Aqua,MODIS,72,61.03,297.9,32.9,D,0
-7.2427,111.201,317.4,2.6,1.5,2024-08-17,0723,Aqua,MODIS,43,61.03,298.2,17.6,D,0
-7.4262,110.8091,323.7,2.4,1.5,2024-08-17,0723,Aqua,MODIS,74,61.03,298.7,41.7,D,0
-3.1259,103.7754,314.6,1,1,2024-08-17,0724,Aqua,MODIS,54,61.03,294.3,8.1,D,0
-3.0945,103.6162,328.4,1,1,2024-08-17,0724,Aqua,MODIS,0,61.03,288.7,20.5,D,0
-2.1545,106.025,318.6,1.3,1.1,2024-08-17,0724,Aqua,MODIS,61,61.03,294.3,13,D,0
